name,category,Link
Máy tính bảng iPad Air 5 M1 WiFi 64GB,/may-tinh-bang/ipad-air-5,https://www.thegioididong.com/may-tinh-bang/ipad-air-5
Máy tính bảng Lenovo Tab M10 (Gen 3) 3GB/32GB,/may-tinh-bang/lenovo-tab-m10-gen-3,https://www.thegioididong.com/may-tinh-bang/lenovo-tab-m10-gen-3
Máy tính bảng Xiaomi Redmi Pad SE (4GB/128GB),/may-tinh-bang/xiaomi-redmi-pad-se-4gb,https://www.thegioididong.com/may-tinh-bang/xiaomi-redmi-pad-se-4gb
Máy tính bảng Lenovo Tab M9,/may-tinh-bang/lenovo-tab-m9,https://www.thegioididong.com/may-tinh-bang/lenovo-tab-m9
Máy tính bảng iPad Pro M4 13 inch Nano 5G 1TB,/may-tinh-bang/ipad-pro-m4-13-inch-nano-wifi-cellular-1tb,https://www.thegioididong.com/may-tinh-bang/ipad-pro-m4-13-inch-nano-wifi-cellular-1tb
Máy tính bảng iPad Pro M4 13 inch Nano WiFi 1TB,/may-tinh-bang/ipad-pro-m4-13-inch-nano-wifi-1tb,https://www.thegioididong.com/may-tinh-bang/ipad-pro-m4-13-inch-nano-wifi-1tb
Máy tính bảng iPad Pro M4 11 inch Nano 5G 1TB,/may-tinh-bang/ipad-pro-m4-11-inch-nano-wifi-cellular-1tb,https://www.thegioididong.com/may-tinh-bang/ipad-pro-m4-11-inch-nano-wifi-cellular-1tb
Máy tính bảng iPad Pro M4 11 inch Nano WiFi 1TB,/may-tinh-bang/ipad-pro-m4-11-inch-nano-wifi-1tb,https://www.thegioididong.com/may-tinh-bang/ipad-pro-m4-11-inch-nano-wifi-1tb
Máy tính bảng iPad Pro M4 13 inch 5G 256GB,/may-tinh-bang/ipad-pro-m4-13-inch-wifi-cellular-256gb,https://www.thegioididong.com/may-tinh-bang/ipad-pro-m4-13-inch-wifi-cellular-256gb
Máy tính bảng iPad Pro M4 11 inch 5G 256GB,/may-tinh-bang/ipad-pro-m4-11-inch-wifi-cellular-256gb,https://www.thegioididong.com/may-tinh-bang/ipad-pro-m4-11-inch-wifi-cellular-256gb
Máy tính bảng iPad Air 6 M2 13 inch 5G 128GB,/may-tinh-bang/ipad-air-m2-13-inch-wifi-cellular-128gb,https://www.thegioididong.com/may-tinh-bang/ipad-air-m2-13-inch-wifi-cellular-128gb
Máy tính bảng Samsung Galaxy Tab S9+ 5G 256GB,/may-tinh-bang/samsung-galaxy-tab-s9-plus-5g,https://www.thegioididong.com/may-tinh-bang/samsung-galaxy-tab-s9-plus-5g
Máy tính bảng Samsung Galaxy Tab S9+ WiFi 256GB,/may-tinh-bang/samsung-galaxy-tab-s9-plus,https://www.thegioididong.com/may-tinh-bang/samsung-galaxy-tab-s9-plus
Máy tính bảng Samsung Galaxy Tab S9 5G 128GB,/may-tinh-bang/samsung-galaxy-tab-s9-5g-128gb,https://www.thegioididong.com/may-tinh-bang/samsung-galaxy-tab-s9-5g-128gb
Máy tính bảng iPad Air 6 M2 11 inch 5G 128GB,/may-tinh-bang/ipad-air-m2-11-inch-wifi-cellular-128gb,https://www.thegioididong.com/may-tinh-bang/ipad-air-m2-11-inch-wifi-cellular-128gb
Máy tính bảng Samsung Galaxy Tab S9 WiFi (8GB/128GB),/may-tinh-bang/samsung-galaxy-tab-s9,https://www.thegioididong.com/may-tinh-bang/samsung-galaxy-tab-s9
Máy tính bảng iPad Air 5 M1 5G 64GB,/may-tinh-bang/ipad-air-5-m1-wifi-cellular-64gb,https://www.thegioididong.com/may-tinh-bang/ipad-air-5-m1-wifi-cellular-64gb
Máy tính bảng iPad 10 5G 64GB,/may-tinh-bang/ipad-10-wifi-cellular-64gb,https://www.thegioididong.com/may-tinh-bang/ipad-10-wifi-cellular-64gb
Máy tính bảng OPPO Pad 2,/may-tinh-bang/oppo-pad-2,https://www.thegioididong.com/may-tinh-bang/oppo-pad-2
Máy tính bảng iPad mini 6 WiFi 64GB,/may-tinh-bang/ipad-mini-6,https://www.thegioididong.com/may-tinh-bang/ipad-mini-6
Máy tính bảng iPad 9 4G 64GB,/may-tinh-bang/ipad-9-wifi-cellular-64gb,https://www.thegioididong.com/may-tinh-bang/ipad-9-wifi-cellular-64gb
Máy tính bảng Xiaomi Pad 6,/may-tinh-bang/xiaomi-pad-6,https://www.thegioididong.com/may-tinh-bang/xiaomi-pad-6
Máy tính bảng Samsung Galaxy Tab S9 FE WiFi 128GB,/may-tinh-bang/samsung-galaxy-tab-s9-fe,https://www.thegioididong.com/may-tinh-bang/samsung-galaxy-tab-s9-fe
Máy tính bảng OPPO Pad Neo 4G,/may-tinh-bang/oppo-pad-neo,https://www.thegioididong.com/may-tinh-bang/oppo-pad-neo
Máy tính bảng Xiaomi Redmi Pad SE (8GB/256GB),/may-tinh-bang/xiaomi-redmi-pad-se-8gb,https://www.thegioididong.com/may-tinh-bang/xiaomi-redmi-pad-se-8gb
Máy tính bảng OPPO Pad Air 128GB,/may-tinh-bang/oppo-pad-air-128gb,https://www.thegioididong.com/may-tinh-bang/oppo-pad-air-128gb
Máy tính bảng Xiaomi Redmi Pad SE (6GB/128GB),/may-tinh-bang/xiaomi-redmi-pad-se,https://www.thegioididong.com/may-tinh-bang/xiaomi-redmi-pad-se
Máy tính bảng OPPO Pad Air 64GB,/may-tinh-bang/oppo-pad-air,https://www.thegioididong.com/may-tinh-bang/oppo-pad-air
Máy tính bảng TCL Tab 11 Wifi (4GB/128GB),/may-tinh-bang/tcl-tab-11,https://www.thegioididong.com/may-tinh-bang/tcl-tab-11
Pin sạc dự phòng Polymer 20000mAh 10.5W AVA+ Q7,/sac-dtdd/pin-sac-du-phong-polymer-20000mah-10-5w-ava-plus-q7,https://www.thegioididong.com/sac-dtdd/pin-sac-du-phong-polymer-20000mah-10-5w-ava-plus-q7
Pin sạc dự phòng Polymer 10.000 mAh 12W AVA+ PJ JP192,/sac-dtdd/ava-pj-jp192,https://www.thegioididong.com/sac-dtdd/ava-pj-jp192
Pin sạc dự phòng Polymer 10000mAh Type C PD 20W Baseus Bipow Pro PPBD2-1020,/sac-dtdd/pin-sac-du-phong-polymer-10000mah-type-c-pd-20w-baseus-bipow-pro-ppbd2-1020,https://www.thegioididong.com/sac-dtdd/pin-sac-du-phong-polymer-10000mah-type-c-pd-20w-baseus-bipow-pro-ppbd2-1020
Pin sạc dự phòng Polymer 10000mAh 12W AVA+ JP299,/sac-dtdd/pin-sac-du-phong-polymer-10000mah-ava-jp299,https://www.thegioididong.com/sac-dtdd/pin-sac-du-phong-polymer-10000mah-ava-jp299
Trạm sạc dự phòng di động 48000mAh PD140W 220V/140W Baseus ioTa BPE14A,/sac-dtdd/tram-sac-du-phong-di-dong-48000mah-pd140w-220v-140w-baseus-iota-bpe14a,https://www.thegioididong.com/sac-dtdd/tram-sac-du-phong-di-dong-48000mah-pd140w-220v-140w-baseus-iota-bpe14a
Trạm sạc dự phòng di động 90000mAh PD140W 220V/450W Baseus ioTa BPE45A,/sac-dtdd/tram-sac-du-phong-di-dong-90000mah-pd140w-220v-450w-baseus-iota-bpe45a,https://www.thegioididong.com/sac-dtdd/tram-sac-du-phong-di-dong-90000mah-pd140w-220v-450w-baseus-iota-bpe45a
Pin sạc dự phòng Polymer 10000mAh 12W AVA+ DS609A,/sac-dtdd/pin-sac-du-phong-polymer-10000mah-12w-ava-ds609a?utm_flashsale=1,https://www.thegioididong.com/sac-dtdd/pin-sac-du-phong-polymer-10000mah-12w-ava-ds609a?utm_flashsale=1
Pin sạc dự phòng Polymer 10000mAh 10.5W AVA+ GN-05,/sac-dtdd/pin-sac-du-phong-polymer-10000mah-10-5w-ava-plus-gn-05?utm_flashsale=1,https://www.thegioididong.com/sac-dtdd/pin-sac-du-phong-polymer-10000mah-10-5w-ava-plus-gn-05?utm_flashsale=1
Pin sạc dự phòng Polymer 20000mAh Type C PD QC3.0 20W Xmobile DS223B,/sac-dtdd/pin-sac-du-phong-polymer-20000mah-type-c-pd-qc3-0-20w-xmobile-ds223b,https://www.thegioididong.com/sac-dtdd/pin-sac-du-phong-polymer-20000mah-type-c-pd-qc3-0-20w-xmobile-ds223b
Pin sạc dự phòng Polymer 20000mAh Type C PD QC 3.0 22.5W Xmobile S2032U kèm cáp Lightning và Type C,/sac-dtdd/sac-du-phong-20000mah-typecpd-22-5w-xmobile-s2032u-cap-lightning-va-type-c,https://www.thegioididong.com/sac-dtdd/sac-du-phong-20000mah-typecpd-22-5w-xmobile-s2032u-cap-lightning-va-type-c
Pin sạc dự phòng 10000mAh Type C 15W AVA+ DS608A,/sac-dtdd/pin-sac-du-phong-10000mah-type-c-15w-ava-ds608a?utm_flashsale=1,https://www.thegioididong.com/sac-dtdd/pin-sac-du-phong-10000mah-type-c-15w-ava-ds608a?utm_flashsale=1
Pin sạc dự phòng Polymer 10000mAh Type C 15W AVA+ JP399,/sac-dtdd/pin-sac-du-phong-polymer-10000mah-type-c-15w-ava-jp399?utm_flashsale=1,https://www.thegioididong.com/sac-dtdd/pin-sac-du-phong-polymer-10000mah-type-c-15w-ava-jp399?utm_flashsale=1
Pin sạc dự phòng Polymer 10000mAh không dây Magnetic Type C PD 20W Xmobile T156,/sac-dtdd/sac-du-phong-polymer-10000mah-khong-day-magnetic-type-c-pd-20w-xmobile-t156?utm_flashsale=1,https://www.thegioididong.com/sac-dtdd/sac-du-phong-polymer-10000mah-khong-day-magnetic-type-c-pd-20w-xmobile-t156?utm_flashsale=1
Pin sạc dự phòng Polymer 10000mAh Type C PD 22.5W Baseus Comet PPMD10 kèm cáp Lightning và Type C,/sac-dtdd/sac-du-phong-10000mah-typecpd-22-5w-baseus-ppmd10-cap-lightning-va-typec,https://www.thegioididong.com/sac-dtdd/sac-du-phong-10000mah-typecpd-22-5w-baseus-ppmd10-cap-lightning-va-typec
Pin sạc dự phòng 10000mAh Type C PD QC3.0 20W Xmobile Y73,/sac-dtdd/pin-sac-du-phong-10000mah-type-c-pd-qc3-0-20w-xmobile-y73?utm_flashsale=1,https://www.thegioididong.com/sac-dtdd/pin-sac-du-phong-10000mah-type-c-pd-qc3-0-20w-xmobile-y73?utm_flashsale=1
Pin sạc dự phòng Polymer 5000mAh không dây Magnetic Type C 12W Anker MagGo A1611,/sac-dtdd/sac-du-phong-polymer-5000mah-magnetic-type-c-anker-maggo-a1611?utm_flashsale=1,https://www.thegioididong.com/sac-dtdd/sac-du-phong-polymer-5000mah-magnetic-type-c-anker-maggo-a1611?utm_flashsale=1
Pin sạc dự phòng 10000mAh không dây Magnetic Type C PD QC 3.0 20W Anker MagGo A1641,/sac-dtdd/sac-du-phong-10000mah-magnetic-typecpd-qc-3-0-20w-anker-maggo-a1641,https://www.thegioididong.com/sac-dtdd/sac-du-phong-10000mah-magnetic-typecpd-qc-3-0-20w-anker-maggo-a1641
Pin sạc dự phòng Polymer 10000mAh không dây Magnetic Type C PD 20W Baseus PPCXZ10,/sac-dtdd/sac-du-phong-polymer-10000mah-khong-day-magnetic-typecpd-20w-baseus-ppcxz10,https://www.thegioididong.com/sac-dtdd/sac-du-phong-polymer-10000mah-khong-day-magnetic-typecpd-20w-baseus-ppcxz10
Pin sạc dự phòng Polymer 5000mAh không dây Magnetic Type C PD 20W LAUT Handy E33A,/sac-dtdd/sac-du-phong-polymer-5000mah-khong-day-magnetic-typecpd-15w-laut-handy-e33a,https://www.thegioididong.com/sac-dtdd/sac-du-phong-polymer-5000mah-khong-day-magnetic-typecpd-15w-laut-handy-e33a
Pin sạc dự phòng Polymer 10000mAh Type C PD QC3.0 22.5W Mazer Super Mini V2,/sac-dtdd/pin-sac-du-phong-polymer-10000mah-type-c-pd-qc3-0-22-5w-mazer-super-mini-v2,https://www.thegioididong.com/sac-dtdd/pin-sac-du-phong-polymer-10000mah-type-c-pd-qc3-0-22-5w-mazer-super-mini-v2
Pin sạc dự phòng 10000mAh Không dây Type C PD 25W Samsung EB-U2510,/sac-dtdd/pin-sac-du-phong-10000mah-khong-day-type-c-pd-25w-samsung-eb-u2510,https://www.thegioididong.com/sac-dtdd/pin-sac-du-phong-10000mah-khong-day-type-c-pd-25w-samsung-eb-u2510
Pin sạc dự phòng 20000mAh Type C PD QC 3.0 200W Anker Prime A1336,/sac-dtdd/pin-sac-du-phong-20000mah-type-c-pd-qc-3-0-200w-anker-prime-a1336,https://www.thegioididong.com/sac-dtdd/pin-sac-du-phong-20000mah-type-c-pd-qc-3-0-200w-anker-prime-a1336
Pin sạc dự phòng 20000mAh Type C PD QC 3.0 22.5W Anker A1647,/sac-dtdd/pin-sac-du-phong-20000mah-type-c-pd-qc-3-0-22-5w-anker-a1647,https://www.thegioididong.com/sac-dtdd/pin-sac-du-phong-20000mah-type-c-pd-qc-3-0-22-5w-anker-a1647
Pin sạc dự phòng 20000mAh Type C PD 45W Samsung EB-P4520,/sac-dtdd/pin-sac-du-phong-20000mah-type-c-pd-45w-samsung-eb-p4520,https://www.thegioididong.com/sac-dtdd/pin-sac-du-phong-20000mah-type-c-pd-45w-samsung-eb-p4520
Pin sạc dự phòng Polymer 10000mAh 12W AVA+ DS266C,/sac-dtdd/pin-sac-du-phong-polymer-10000mah-12w-ava-ds266c,https://www.thegioididong.com/sac-dtdd/pin-sac-du-phong-polymer-10000mah-12w-ava-ds266c
Pin sạc dự phòng Polymer 10000mAh không dây Magnetic Type C PD 30W Baseus PPCXM10T kèm cáp Type C,/sac-dtdd/sac-du-phong-10000mah-magnetic-typecpd-30w-baseus-ppcxm10t-kem-cap-type-c,https://www.thegioididong.com/sac-dtdd/sac-du-phong-10000mah-magnetic-typecpd-30w-baseus-ppcxm10t-kem-cap-type-c
Pin sạc dự phòng Polymer 20000mAh Type C PD QC 3.0 22.5W Xmobile S2032 kèm cáp Lightning và Type C,/sac-dtdd/sac-du-phong-20000mah-typecpd-22-5w-xmobile-s2032-cap-lightning-va-type-c,https://www.thegioididong.com/sac-dtdd/sac-du-phong-20000mah-typecpd-22-5w-xmobile-s2032-cap-lightning-va-type-c
Pin sạc dự phòng 10000mAh Type C PD QC 3.0 30W Anker A1256,/sac-dtdd/pin-sac-du-phong-10000mah-type-c-pd-qc-3-0-30w-anker-a1256,https://www.thegioididong.com/sac-dtdd/pin-sac-du-phong-10000mah-type-c-pd-qc-3-0-30w-anker-a1256
Pin sạc dự phòng Polymer 10000mAh không dây Magnetic Type C PD 20W Mazer MagAir16,/sac-dtdd/sac-du-phong-polymer-10000mah-khong-day-magnetic-typecpd-20w-mazer-magair16,https://www.thegioididong.com/sac-dtdd/sac-du-phong-polymer-10000mah-khong-day-magnetic-typecpd-20w-mazer-magair16
Pin sạc dự phòng 10000mAh Type C PD QC3.0 22.5W Xmobile T121,/sac-dtdd/pin-sac-du-phong-10000mah-type-c-pd-qc3-0-22-5w-xmobile-t121,https://www.thegioididong.com/sac-dtdd/pin-sac-du-phong-10000mah-type-c-pd-qc3-0-22-5w-xmobile-t121
Pin sạc dự phòng Polymer 20000mAh Type C PD 22.5W Baseus Comet PPMD20 kèm cáp Lightning và Type C,/sac-dtdd/sac-du-phong-20000mah-typecpd-22-5w-baseus-ppmd20-cap-lightning-va-typec,https://www.thegioididong.com/sac-dtdd/sac-du-phong-20000mah-typecpd-22-5w-baseus-ppmd20-cap-lightning-va-typec
Pin sạc dự phòng 10000mAh không dây Magnetic Type C PD 20W Innostyle PowerMag Switch 2in1 IA20PD,/sac-dtdd/sac-du-phong-10000mah-magnetic-typecpd-20w-innostyle-powermag-2in1-ia20pd?utm_flashsale=1,https://www.thegioididong.com/sac-dtdd/sac-du-phong-10000mah-magnetic-typecpd-20w-innostyle-powermag-2in1-ia20pd?utm_flashsale=1
Pin sạc dự phòng Polymer 5000mAh không dây Magnetic Type C PD 20W Xmobile DS611,/sac-dtdd/sac-du-phong-polymer-5000mah-khong-day-magnetic-type-c-pd-20w-xmobile-ds611?utm_flashsale=1,https://www.thegioididong.com/sac-dtdd/sac-du-phong-polymer-5000mah-khong-day-magnetic-type-c-pd-20w-xmobile-ds611?utm_flashsale=1
Pin sạc dự phòng 10000 mAh Type C PD 25W Samsung EB-P3400,/sac-dtdd/pin-sac-du-phong-10000mah-type-c-pd-samsung-eb-p3400,https://www.thegioididong.com/sac-dtdd/pin-sac-du-phong-10000mah-type-c-pd-samsung-eb-p3400
Pin sạc dự phòng Polymer 20000mAh Type C PD QC3.0 20W Xmobile PowerBox+ JP218,/sac-dtdd/sac-phong-polymer-20000mah-type-c-pd-qc3-0-20w-xmobile-powerbox-jp218,https://www.thegioididong.com/sac-dtdd/sac-phong-polymer-20000mah-type-c-pd-qc3-0-20w-xmobile-powerbox-jp218
Pin sạc dự phòng Polymer 10000mAh Type C 15W AVA+ DS2107,/sac-dtdd/pin-polymer-10000mah-type-c-ava-ds2107?utm_flashsale=1,https://www.thegioididong.com/sac-dtdd/pin-polymer-10000mah-type-c-ava-ds2107?utm_flashsale=1
Pin sạc dự phòng Polymer 10000mAh 10.5W AVA+ DS006,/sac-dtdd/pin-polymer-10000mah-ava-ds006,https://www.thegioididong.com/sac-dtdd/pin-polymer-10000mah-ava-ds006
Pin sạc dự phòng Polymer 10000mAh Type C 12W AVA+ PJ JP260,/sac-dtdd/pin-polymer-10000mah-type-c-ava-pj-jp260,https://www.thegioididong.com/sac-dtdd/pin-polymer-10000mah-type-c-ava-pj-jp260
Pin sạc dự phòng 7.500 mAh 10W AVA+ DS005-PP,/sac-dtdd/ava-plus-ds005-pp,https://www.thegioididong.com/sac-dtdd/ava-plus-ds005-pp
Pin sạc dự phòng 7500 mAh AVA DS630,/sac-dtdd/pin-sac-du-phong-7500mah-ava-ds630,https://www.thegioididong.com/sac-dtdd/pin-sac-du-phong-7500mah-ava-ds630
